YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2009,2013,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,48.6,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,52.2,Overall,Overall
2011,2015,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.6,Race/Ethnicity,Asian or Pacific Islander
2011,2015,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2010,2014,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.8,Gender,Female
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.2,Race/Ethnicity,American Indian or Alaska Native
2012,2016,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.4,Overall,Overall
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.3,Race/Ethnicity,Asian or Pacific Islander
2009,2013,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.6,Gender,Female
2012,2016,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2013,2017,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.0,Race/Ethnicity,Asian or Pacific Islander
2015,2019,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,38.1,Race/Ethnicity,"White, non-Hispanic"
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.1,Race/Ethnicity,"White, non-Hispanic"
2009,2013,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.1,Race/Ethnicity,Asian or Pacific Islander
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.5,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,12.0,Race/Ethnicity,American Indian or Alaska Native
2009,2013,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.1,Race/Ethnicity,Hispanic
2012,2016,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.2,Race/Ethnicity,Hispanic
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.6,Overall,Overall
2015,2019,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.9,Overall,Overall
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.6,Gender,Male
2010,2014,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.6,Race/Ethnicity,"White, non-Hispanic"
2012,2016,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.4,Gender,Male
2014,2018,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,11.9,Race/Ethnicity,American Indian or Alaska Native
2009,2013,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.2,Race/Ethnicity,Hispanic
2014,2018,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,39.8,Race/Ethnicity,"White, non-Hispanic"
2012,2016,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.7,Overall,Overall
2013,2017,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.9,Race/Ethnicity,"White, non-Hispanic"
2010,2014,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.7,Gender,Male
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2008,2012,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,2.9,Race/Ethnicity,Asian or Pacific Islander
2010,2014,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.5,Race/Ethnicity,Asian or Pacific Islander
2015,2019,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,12.0,Race/Ethnicity,American Indian or Alaska Native
2008,2012,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,76.5,Gender,Male
2012,2016,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.6,Gender,Male
2015,2019,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2009,2013,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.1,Overall,Overall
2010,2014,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,2.9,Race/Ethnicity,Asian or Pacific Islander
2009,2013,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.9,Overall,Overall
2014,2018,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.6,Gender,Female
2014,2018,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.0,Gender,Female
2010,2014,AK,Alaska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.1,Overall,Overall
2009,2013,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2010,2014,AK,Alaska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2013,2017,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.2,Gender,Male
2012,2016,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.6,Race/Ethnicity,"White, non-Hispanic"
2009,2013,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.6,Overall,Overall
2015,2019,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.8,Race/Ethnicity,Asian or Pacific Islander
2012,2016,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,American Indian or Alaska Native
2012,2016,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.3,Overall,Overall
2015,2019,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.6,Overall,Overall
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,27.1,Gender,Female
2010,2014,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,46.1,Gender,Female
2010,2014,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.2,Overall,Overall
2014,2018,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,American Indian or Alaska Native
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.3,Gender,Male
2015,2019,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.8,Race/Ethnicity,Hispanic
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.4,Gender,Male
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.8,Race/Ethnicity,Asian or Pacific Islander
2011,2015,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.5,Overall,Overall
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,American Indian or Alaska Native
2015,2019,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,29.7,Overall,Overall
2010,2014,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,11.5,Race/Ethnicity,American Indian or Alaska Native
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.4,Gender,Male
2012,2016,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.0,Gender,Male
2013,2017,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.9,Overall,Overall
2015,2019,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.7,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.9,Race/Ethnicity,"White, non-Hispanic"
2013,2017,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,28.4,Gender,Female
2008,2012,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.7,Gender,Male
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.7,Race/Ethnicity,Asian or Pacific Islander
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.3,Race/Ethnicity,Hispanic
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.3,Race/Ethnicity,Asian or Pacific Islander
2010,2014,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.9,Race/Ethnicity,"White, non-Hispanic"
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.7,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.0,Gender,Male
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.5,Overall,Overall
2012,2016,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.3,Race/Ethnicity,Asian or Pacific Islander
2015,2019,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.4,Race/Ethnicity,"White, non-Hispanic"
2012,2016,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,44.2,Gender,Female
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.4,Race/Ethnicity,Hispanic
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.0,Race/Ethnicity,"White, non-Hispanic"
2009,2013,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.6,Race/Ethnicity,Hispanic
2010,2014,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.6,Race/Ethnicity,American Indian or Alaska Native
2011,2015,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.7,Gender,Male
2012,2016,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.6,Overall,Overall
2010,2014,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.1,Overall,Overall
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.7,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.6,Race/Ethnicity,American Indian or Alaska Native
2014,2018,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,29.5,Gender,Female
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.7,Race/Ethnicity,Asian or Pacific Islander
2010,2014,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.2,Race/Ethnicity,Hispanic
2011,2015,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.8,Race/Ethnicity,Hispanic
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.9,Race/Ethnicity,Hispanic
2008,2012,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.9,Gender,Female
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.0,Gender,Female
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.2,Race/Ethnicity,Hispanic
2009,2013,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.5,Race/Ethnicity,Asian or Pacific Islander
2012,2016,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.0,Gender,Male
2012,2016,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.4,Race/Ethnicity,"White, non-Hispanic"
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.2,Gender,Male
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.2,Gender,Female
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.6,Race/Ethnicity,American Indian or Alaska Native
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,10.2,Race/Ethnicity,American Indian or Alaska Native
2012,2016,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,11.2,Race/Ethnicity,American Indian or Alaska Native
2010,2014,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.1,Gender,Male
2009,2013,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.5,Gender,Female
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.0,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.4,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.7,Race/Ethnicity,Asian or Pacific Islander
2014,2018,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.3,Overall,Overall
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.7,Gender,Female
2015,2019,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.3,Gender,Male
2008,2012,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,11.2,Race/Ethnicity,American Indian or Alaska Native
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.9,Gender,Male
2015,2019,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,9.3,Race/Ethnicity,American Indian or Alaska Native
2015,2019,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,22.3,Race/Ethnicity,Asian or Pacific Islander
2011,2015,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,11.7,Race/Ethnicity,American Indian or Alaska Native
2008,2012,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.6,Race/Ethnicity,Hispanic
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.0,Race/Ethnicity,"White, non-Hispanic"
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.6,Race/Ethnicity,"White, non-Hispanic"
2011,2015,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.4,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.3,Gender,Male
2010,2014,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.5,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.7,Overall,Overall
2015,2019,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,40.6,Gender,Female
2013,2017,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,10.5,Race/Ethnicity,American Indian or Alaska Native
2013,2017,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.1,Race/Ethnicity,"White, non-Hispanic"
2008,2012,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.3,Race/Ethnicity,"White, non-Hispanic"
2009,2013,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.1,Race/Ethnicity,Hispanic
2011,2015,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.2,Overall,Overall
2008,2012,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,AZ,Arizona,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.8,Race/Ethnicity,"White, non-Hispanic"
2013,2017,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,American Indian or Alaska Native
2015,2019,AZ,Arizona,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,"Black, non-Hispanic"
