YearStart,YearEnd,LocationAbbr,LocationDesc,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2018,2018,AL,Alabama,%,Crude Prevalence,19.2,Race/Ethnicity,"White, non-Hispanic"
2019,2019,AL,Alabama,%,Age-adjusted Prevalence,23.3,Gender,Male
2016,2016,AL,Alabama,%,Crude Prevalence,20.0,Gender,Female
2018,2018,AL,Alabama,%,Crude Prevalence,17.3,Gender,Female
2016,2016,AL,Alabama,%,Crude Prevalence,33.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AL,Alabama,%,Age-adjusted Prevalence,23.4,Race/Ethnicity,"White, non-Hispanic"
2012,2012,CO,Colorado,%,Age-adjusted Prevalence,19.2,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AR,Arkansas,%,Age-adjusted Prevalence,22.5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AL,Alabama,%,Crude Prevalence,23.8,Overall,Overall
2020,2020,AL,Alabama,%,Crude Prevalence,23.5,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,AL,Alabama,%,Crude Prevalence,19.0,Gender,Female
2011,2011,AL,Alabama,%,Age-adjusted Prevalence,21.6,Gender,Female
2014,2014,AL,Alabama,%,Crude Prevalence,21.1,Overall,Overall
2017,2017,AL,Alabama,%,Age-adjusted Prevalence,24.3,Gender,Male
2017,2017,AL,Alabama,%,Crude Prevalence,20.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AL,Alabama,%,Crude Prevalence,23.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,18.6,Race/Ethnicity,Hispanic
2020,2020,AR,Arkansas,%,Crude Prevalence,25.7,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,11.9,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,AR,Arkansas,%,Crude Prevalence,22.8,Gender,Female
2019,2019,AR,Arkansas,%,Crude Prevalence,20.5,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,23.0,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AR,Arkansas,%,Crude Prevalence,30.2,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,AL,Alabama,%,Age-adjusted Prevalence,24.4,Overall,Overall
2020,2020,AL,Alabama,%,Age-adjusted Prevalence,18.5,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AL,Alabama,%,Crude Prevalence,17.9,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AL,Alabama,%,Age-adjusted Prevalence,21.8,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AL,Alabama,%,Age-adjusted Prevalence,22.1,Gender,Male
2012,2012,AL,Alabama,%,Age-adjusted Prevalence,18.0,Race/Ethnicity,Hispanic
2015,2015,AL,Alabama,%,Crude Prevalence,19.2,Gender,Female
2021,2021,AR,Arkansas,%,Crude Prevalence,26.9,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,AL,Alabama,%,Crude Prevalence,26.4,Gender,Male
2013,2013,AL,Alabama,%,Age-adjusted Prevalence,19.1,Gender,Female
2016,2016,AL,Alabama,%,Crude Prevalence,23.3,Gender,Male
2019,2019,AL,Alabama,%,Crude Prevalence,31.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,AL,Alabama,%,Age-adjusted Prevalence,26.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AL,Alabama,%,Crude Prevalence,21.3,Gender,Male
2019,2019,AL,Alabama,%,Age-adjusted Prevalence,21.3,Overall,Overall
2012,2012,AL,Alabama,%,Crude Prevalence,21.4,Gender,Female
2019,2019,AL,Alabama,%,Age-adjusted Prevalence,19.6,Gender,Female
2013,2013,AL,Alabama,%,Age-adjusted Prevalence,23.5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AL,Alabama,%,Age-adjusted Prevalence,34.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,AL,Alabama,%,Crude Prevalence,34.9,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AR,Arkansas,%,Age-adjusted Prevalence,21.9,Overall,Overall
2016,2016,AL,Alabama,%,Age-adjusted Prevalence,21.2,Gender,Female
2017,2017,AL,Alabama,%,Age-adjusted Prevalence,19.6,Gender,Female
2015,2015,AL,Alabama,%,Crude Prevalence,21.6,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,AL,Alabama,%,Crude Prevalence,20.0,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2016,2016,AL,Alabama,%,Age-adjusted Prevalence,23.8,Gender,Male
2018,2018,AL,Alabama,%,Age-adjusted Prevalence,20.6,Race/Ethnicity,"White, non-Hispanic"
2011,2011,AL,Alabama,%,Crude Prevalence,36.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AL,Alabama,%,Age-adjusted Prevalence,19.6,Gender,Female
2013,2013,AL,Alabama,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2013,2013,AL,Alabama,%,Crude Prevalence,21.9,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AL,Alabama,%,Crude Prevalence,34.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AL,Alabama,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,AL,Alabama,%,Crude Prevalence,20.5,Gender,Male
2016,2016,AL,Alabama,%,Age-adjusted Prevalence,27.6,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,AL,Alabama,%,Age-adjusted Prevalence,21.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AL,Alabama,%,Age-adjusted Prevalence,23.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AL,Alabama,%,Age-adjusted Prevalence,22.4,Gender,Female
2020,2020,AL,Alabama,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,Hispanic
2013,2013,CA,California,%,Age-adjusted Prevalence,9.7,Race/Ethnicity,Hispanic
2017,2017,AL,Alabama,%,Crude Prevalence,30.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,AR,Arkansas,%,Crude Prevalence,21.2,Gender,Male
2011,2011,AL,Alabama,%,Crude Prevalence,24.9,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,26.2,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AZ,Arizona,%,Crude Prevalence,13.1,Overall,Overall
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,21.6,Overall,Overall
2012,2012,AR,Arkansas,%,Crude Prevalence,25.9,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,AR,Arkansas,%,Crude Prevalence,22.5,Gender,Female
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,6.7,Race/Ethnicity,Hispanic
2013,2013,AR,Arkansas,%,Crude Prevalence,26.7,Gender,Male
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,28.6,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,AR,Arkansas,%,Crude Prevalence,19.1,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,22.5,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,13.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AR,Arkansas,%,Crude Prevalence,36.9,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,26.1,Overall,Overall
2011,2011,AR,Arkansas,%,Crude Prevalence,27.4,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AR,Arkansas,%,Crude Prevalence,37.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,AR,Arkansas,%,Crude Prevalence,18.8,Gender,Female
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,21.2,Overall,Overall
2013,2013,AR,Arkansas,%,Crude Prevalence,26.9,Race/Ethnicity,"White, non-Hispanic"
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,25.6,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,19.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,AR,Arkansas,%,Crude Prevalence,25.2,Gender,Female
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,22.7,Gender,Female
2019,2019,AR,Arkansas,%,Crude Prevalence,20.2,Overall,Overall
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,24.2,Gender,Female
2014,2014,AR,Arkansas,%,Age-adjusted Prevalence,26.4,Gender,Male
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,23.8,Gender,Female
2018,2018,AR,Arkansas,%,Crude Prevalence,23.9,Gender,Male
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,27.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,AZ,Arizona,%,Crude Prevalence,14.4,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,25.0,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,23.8,Overall,Overall
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,35.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,AL,Alabama,%,Age-adjusted Prevalence,24.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AL,Alabama,%,Age-adjusted Prevalence,19.9,Gender,Female
2017,2017,AL,Alabama,%,Age-adjusted Prevalence,21.9,Overall,Overall
2018,2018,AL,Alabama,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2014,2014,AL,Alabama,%,Age-adjusted Prevalence,16.4,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,AL,Alabama,%,Age-adjusted Prevalence,19.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AL,Alabama,%,Age-adjusted Prevalence,26.5,Gender,Male
2015,2015,AL,Alabama,%,Crude Prevalence,20.2,Race/Ethnicity,Hispanic
2021,2021,AR,Arkansas,%,Age-adjusted Prevalence,26.9,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AL,Alabama,%,Crude Prevalence,37.5,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,AL,Alabama,%,Crude Prevalence,19.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AL,Alabama,%,Crude Prevalence,22.3,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,AL,Alabama,%,Age-adjusted Prevalence,23.8,Gender,Male
2011,2011,AL,Alabama,%,Crude Prevalence,27.4,Race/Ethnicity,Hispanic
2019,2019,AL,Alabama,%,Crude Prevalence,18.3,Gender,Female
2013,2013,AL,Alabama,%,Crude Prevalence,17.4,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,AL,Alabama,%,Crude Prevalence,16.6,Gender,Female
2019,2019,AL,Alabama,%,Crude Prevalence,26.6,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,AL,Alabama,%,Crude Prevalence,21.9,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AR,Arkansas,%,Crude Prevalence,21.3,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AL,Alabama,%,Age-adjusted Prevalence,25.9,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AL,Alabama,%,Age-adjusted Prevalence,39.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,AL,Alabama,%,Crude Prevalence,20.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AL,Alabama,%,Crude Prevalence,22.8,Race/Ethnicity,"White, non-Hispanic"
2019,2019,AL,Alabama,%,Crude Prevalence,22.4,Gender,Male
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,26.8,Overall,Overall
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,34.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,24.9,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,23.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,27.3,Overall,Overall
2014,2014,AR,Arkansas,%,Crude Prevalence,26.1,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,AR,Arkansas,%,Crude Prevalence,22.1,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,24.6,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,15.8,Gender,Male
2018,2018,AR,Arkansas,%,Crude Prevalence,21.7,Gender,Female
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,39.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,27.8,Gender,Male
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,23.4,Overall,Overall
2014,2014,AR,Arkansas,%,Crude Prevalence,23.4,Gender,Female
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,22.2,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2017,2017,AR,Arkansas,%,Crude Prevalence,22.8,Gender,Male
2016,2016,AR,Arkansas,%,Crude Prevalence,24.4,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AR,Arkansas,%,Crude Prevalence,24.5,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AZ,Arizona,%,Crude Prevalence,13.6,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,39.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,26.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,43.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,22.1,Gender,Female
2018,2018,AR,Arkansas,%,Crude Prevalence,23.1,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AR,Arkansas,%,Crude Prevalence,22.2,Overall,Overall
2020,2020,AR,Arkansas,%,Crude Prevalence,20.5,Overall,Overall
2012,2012,AR,Arkansas,%,Crude Prevalence,24.7,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AZ,Arizona,%,Crude Prevalence,13.1,Overall,Overall
2021,2021,AZ,Arizona,%,Crude Prevalence,22.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,24.9,Overall,Overall
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,27.7,Gender,Male
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,24.8,Overall,Overall
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,26.4,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,33.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,28.7,Gender,Male
2018,2018,AR,Arkansas,%,Crude Prevalence,15.8,Race/Ethnicity,Hispanic
2014,2014,AR,Arkansas,%,Age-adjusted Prevalence,36.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,23.7,Gender,Male
2012,2012,AR,Arkansas,%,Crude Prevalence,25.0,Overall,Overall
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,21.1,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,AR,Arkansas,%,Crude Prevalence,21.4,Race/Ethnicity,Hispanic
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,34.5,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,21.6,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,AR,Arkansas,%,Crude Prevalence,21.7,Gender,Male
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,17.3,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,17.1,Race/Ethnicity,Hispanic
2014,2014,AR,Arkansas,%,Crude Prevalence,32.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,AR,Arkansas,%,Crude Prevalence,36.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,AZ,Arizona,%,Age-adjusted Prevalence,17.2,Overall,Overall
2015,2015,AZ,Arizona,%,Crude Prevalence,16.2,Gender,Male
2020,2020,AZ,Arizona,%,Crude Prevalence,13.1,Race/Ethnicity,"White, non-Hispanic"
2021,2021,CA,California,%,Age-adjusted Prevalence,9.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,AZ,Arizona,%,Age-adjusted Prevalence,15.4,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,AZ,Arizona,%,Crude Prevalence,16.2,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,25.7,Overall,Overall
2014,2014,AR,Arkansas,%,Age-adjusted Prevalence,25.4,Overall,Overall
2011,2011,AR,Arkansas,%,Crude Prevalence,25.2,Gender,Female
2011,2011,AR,Arkansas,%,Crude Prevalence,27.0,Overall,Overall
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,13.5,Overall,Overall
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,25.5,Gender,Male
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,25.0,Gender,Male
2014,2014,AR,Arkansas,%,Crude Prevalence,26.2,Gender,Male
2019,2019,AR,Arkansas,%,Crude Prevalence,32.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AR,Arkansas,%,Age-adjusted Prevalence,24.4,Gender,Female
2014,2014,CO,Colorado,%,Crude Prevalence,12.2,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,AR,Arkansas,%,Crude Prevalence,25.9,Overall,Overall
2012,2012,AR,Arkansas,%,Crude Prevalence,27.5,Gender,Male
2019,2019,AR,Arkansas,%,Crude Prevalence,18.8,Gender,Female
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,27.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,AR,Arkansas,%,Crude Prevalence,21.6,Gender,Female
2016,2016,AR,Arkansas,%,Crude Prevalence,24.8,Gender,Male
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,11.1,Gender,Female
2018,2018,AR,Arkansas,%,Crude Prevalence,27.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,23.4,Gender,Male
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,38.9,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AR,Arkansas,%,Crude Prevalence,43.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,22.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,24.4,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,28.7,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AR,Arkansas,%,Crude Prevalence,35.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,22.7,Gender,Male
2013,2013,AR,Arkansas,%,Crude Prevalence,36.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,21.9,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AR,Arkansas,%,Crude Prevalence,17.2,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,23.1,Gender,Female
2014,2014,AR,Arkansas,%,Crude Prevalence,28.9,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,38.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,26.0,Gender,Female
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,27.4,Gender,Male
2018,2018,AR,Arkansas,%,Crude Prevalence,22.7,Overall,Overall
2017,2017,AR,Arkansas,%,Age-adjusted Prevalence,24.0,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,12.4,Race/Ethnicity,Hispanic
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,27.1,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,19.9,Gender,Female
2012,2012,AR,Arkansas,%,Crude Prevalence,16.0,Race/Ethnicity,Hispanic
2015,2015,AR,Arkansas,%,Crude Prevalence,27.4,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AZ,Arizona,%,Crude Prevalence,10.9,Gender,Female
2017,2017,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2020,2020,AR,Arkansas,%,Crude Prevalence,22.2,Gender,Male
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,20.1,Race/Ethnicity,Hispanic
2017,2017,AR,Arkansas,%,Crude Prevalence,22.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,AR,Arkansas,%,Age-adjusted Prevalence,13.3,Race/Ethnicity,Hispanic
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,14.5,Race/Ethnicity,Hispanic
2012,2012,AR,Arkansas,%,Age-adjusted Prevalence,30.6,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AR,Arkansas,%,Crude Prevalence,21.3,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,25.4,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,CT,Connecticut,%,Age-adjusted Prevalence,11.2,Gender,Female
2019,2019,AR,Arkansas,%,Crude Prevalence,21.6,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AZ,Arizona,%,Crude Prevalence,12.2,Race/Ethnicity,Hispanic
2017,2017,AR,Arkansas,%,Crude Prevalence,36.2,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2014,2014,AR,Arkansas,%,Age-adjusted Prevalence,24.4,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,AR,Arkansas,%,Crude Prevalence,17.7,Race/Ethnicity,Hispanic
2020,2020,AR,Arkansas,%,Age-adjusted Prevalence,13.3,Race/Ethnicity,Hispanic
2018,2018,AR,Arkansas,%,Age-adjusted Prevalence,22.1,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AR,Arkansas,%,Crude Prevalence,20.0,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,AZ,Arizona,%,Age-adjusted Prevalence,19.3,Gender,Male
2017,2017,AZ,Arizona,%,Crude Prevalence,18.3,Gender,Male
2019,2019,AZ,Arizona,%,Crude Prevalence,17.4,Gender,Male
2019,2019,AZ,Arizona,%,Age-adjusted Prevalence,15.1,Race/Ethnicity,Hispanic
2014,2014,AZ,Arizona,%,Crude Prevalence,19.2,Gender,Male
2021,2021,CA,California,%,Crude Prevalence,7.3,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AZ,Arizona,%,Crude Prevalence,13.3,Race/Ethnicity,Hispanic
2015,2015,AZ,Arizona,%,Crude Prevalence,12.0,Gender,Female
2012,2012,AZ,Arizona,%,Crude Prevalence,18.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,AZ,Arizona,%,Age-adjusted Prevalence,11.1,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,AZ,Arizona,%,Age-adjusted Prevalence,12.3,Race/Ethnicity,Hispanic
2015,2015,AZ,Arizona,%,Crude Prevalence,13.0,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AZ,Arizona,%,Age-adjusted Prevalence,20.7,Gender,Male
2021,2021,CA,California,%,Crude Prevalence,6.4,Gender,Female
2021,2021,CA,California,%,Crude Prevalence,10.0,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AZ,Arizona,%,Crude Prevalence,15.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AZ,Arizona,%,Crude Prevalence,12.6,Gender,Female
2021,2021,CA,California,%,Age-adjusted Prevalence,11.3,Gender,Male
2020,2020,AZ,Arizona,%,Crude Prevalence,10.4,Gender,Female
2014,2014,AZ,Arizona,%,Age-adjusted Prevalence,14.8,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,AZ,Arizona,%,Age-adjusted Prevalence,17.0,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,AZ,Arizona,%,Age-adjusted Prevalence,17.8,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AZ,Arizona,%,Age-adjusted Prevalence,14.5,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,CA,California,%,Age-adjusted Prevalence,12.5,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AZ,Arizona,%,Crude Prevalence,10.9,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,AZ,Arizona,%,Crude Prevalence,12.8,Race/Ethnicity,Hispanic
2016,2016,AZ,Arizona,%,Age-adjusted Prevalence,11.5,Race/Ethnicity,Hispanic
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,28.4,Race/Ethnicity,"White, non-Hispanic"
2014,2014,AR,Arkansas,%,Crude Prevalence,24.7,Overall,Overall
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,26.3,Gender,Female
2020,2020,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2018,2018,AR,Arkansas,%,Crude Prevalence,21.0,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AZ,Arizona,%,Age-adjusted Prevalence,14.5,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AZ,Arizona,%,Crude Prevalence,15.3,Gender,Male
2015,2015,AR,Arkansas,%,Age-adjusted Prevalence,23.4,Gender,Female
2012,2012,AR,Arkansas,%,Crude Prevalence,31.0,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,AR,Arkansas,%,Age-adjusted Prevalence,23.1,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,AR,Arkansas,%,Crude Prevalence,23.6,Overall,Overall
2014,2014,AR,Arkansas,%,Crude Prevalence,16.2,Race/Ethnicity,Hispanic
2019,2019,AR,Arkansas,%,Age-adjusted Prevalence,19.6,Gender,Female
2011,2011,AR,Arkansas,%,Age-adjusted Prevalence,28.7,Gender,Male
2013,2013,AR,Arkansas,%,Crude Prevalence,25.5,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,AR,Arkansas,%,Age-adjusted Prevalence,29.8,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,AR,Arkansas,%,Crude Prevalence,31.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2019,2019,AR,Arkansas,%,Crude Prevalence,,Race/Ethnicity,Hispanic
